2,1,1
3,1,1
4,1,1
1,2,1
3,2,1
4,2,1
25,2,1
28,2,1
1,3,1
2,3,1
4,3,1
28,3,1
29,3,1
1,4,1
2,4,1
3,4,1
5,4,1
6,4,1
29,4,1
4,5,1
6,5,1
7,5,1
30,5,1
4,6,1
5,6,1
7,6,1
8,6,1
30,6,1
5,7,1
6,7,1
8,7,1
9,7,1
6,8,1
7,8,1
9,8,1
10,8,1
11,8,1
7,9,1
8,9,1
10,9,1
8,10,1
9,10,1
11,10,1
12,10,1
13,10,1
8,11,1
10,11,1
12,11,1
13,11,1
10,12,1
11,12,1
13,12,1
27,12,1
10,13,1
11,13,1
12,13,1
26,13,1
27,13,1
15,14,1
16,14,1
17,14,1
26,14,1
14,15,1
16,15,1
17,15,1
26,15,1
14,16,1
15,16,1
17,16,1
18,16,1
14,17,1
15,17,1
16,17,1
18,17,1
16,18,1
17,18,1
19,18,1
20,18,1
18,19,1
20,19,1
21,19,1
18,20,1
19,20,1
21,20,1
19,21,1
20,21,1
22,21,1
23,21,1
24,21,1
31,21,1
21,22,1
23,22,1
24,22,1
31,22,1
36,22,1
21,23,1
22,23,1
24,23,1
36,23,1
21,24,1
22,24,1
23,24,1
34,24,1
2,25,1
28,25,1
29,25,1
30,25,1
13,26,1
14,26,1
15,26,1
27,26,1
30,26,1
12,27,1
13,27,1
26,27,1
29,27,1
30,27,1
2,28,1
3,28,1
25,28,1
29,28,1
30,28,1
3,29,1
4,29,1
25,29,1
27,29,1
28,29,1
30,29,1
5,30,1
6,30,1
25,30,1
26,30,1
27,30,1
28,30,1
29,30,1
21,31,1
22,31,1
34,31,1
35,31,1
36,31,1
33,32,1
35,32,1
37,32,1
32,33,1
34,33,1
35,33,1
37,33,1
24,34,1
31,34,1
33,34,1
35,34,1
36,34,1
37,34,1
31,35,1
32,35,1
33,35,1
34,35,1
36,35,1
37,35,1
22,36,1
23,36,1
31,36,1
34,36,1
35,36,1
32,37,1
33,37,1
34,37,1
35,37,1
