1,1,1
53,1,1
105,1,1
157,1,1
158,1,1
159,1,1
160,1,1
161,1,1
162,1,1
163,1,1
164,1,1
165,1,1
166,1,1
986,1,1
987,1,1
988,1,1
989,1,1
991,1,1
992,1,1
996,1,1
999,1,1
1003,1,1
1016,1,1
1017,1,1
1018,1,1
1029,1,1
1032,1,1
1033,1,1
1035,1,1
1200,1,1
1201,1,1
1202,1,1
1229,1,1
1231,1,1
1236,1,1
1242,1,1
2,2,1
54,2,1
106,2,1
167,2,1
168,2,1
169,2,1
170,2,1
171,2,1
172,2,1
173,2,1
174,2,1
175,2,1
176,2,1
986,2,1
987,2,1
988,2,1
989,2,1
990,2,1
991,2,1
992,2,1
996,2,1
999,2,1
1003,2,1
1016,2,1
1017,2,1
1018,2,1
1029,2,1
1032,2,1
1033,2,1
1035,2,1
1200,2,1
1201,2,1
1202,2,1
1229,2,1
1231,2,1
1236,2,1
1242,2,1
3,3,1
55,3,1
107,3,1
177,3,1
178,3,1
179,3,1
180,3,1
181,3,1
182,3,1
183,3,1
184,3,1
185,3,1
186,3,1
986,3,1
987,3,1
988,3,1
989,3,1
990,3,1
991,3,1
992,3,1
996,3,1
999,3,1
1003,3,1
1016,3,1
1017,3,1
1018,3,1
1029,3,1
1032,3,1
1033,3,1
1035,3,1
1200,3,1
1201,3,1
1202,3,1
1229,3,1
1231,3,1
1236,3,1
1242,3,1
4,4,1
56,4,1
108,4,1
187,4,1
188,4,1
189,4,1
190,4,1
191,4,1
192,4,1
193,4,1
194,4,1
195,4,1
196,4,1
986,4,1
987,4,1
988,4,1
989,4,1
990,4,1
991,4,1
992,4,1
996,4,1
999,4,1
1003,4,1
1016,4,1
1017,4,1
1018,4,1
1029,4,1
1032,4,1
1033,4,1
1035,4,1
1200,4,1
1201,4,1
1202,4,1
1229,4,1
1231,4,1
1236,4,1
1242,4,1
5,5,1
57,5,1
109,5,1
197,5,1
198,5,1
199,5,1
200,5,1
201,5,1
202,5,1
203,5,1
204,5,1
205,5,1
206,5,1
986,5,1
987,5,1
988,5,1
989,5,1
990,5,1
991,5,1
992,5,1
996,5,1
999,5,1
1003,5,1
1016,5,1
1017,5,1
1018,5,1
1029,5,1
1032,5,1
1033,5,1
1035,5,1
1200,5,1
1201,5,1
1202,5,1
1229,5,1
1231,5,1
1236,5,1
1242,5,1
6,6,1
58,6,1
110,6,1
207,6,1
208,6,1
209,6,1
210,6,1
211,6,1
212,6,1
213,6,1
214,6,1
215,6,1
216,6,1
986,6,1
987,6,1
988,6,1
989,6,1
990,6,1
991,6,1
992,6,1
996,6,1
999,6,1
1003,6,1
1016,6,1
1017,6,1
1018,6,1
1029,6,1
1032,6,1
1033,6,1
1035,6,1
1200,6,1
1201,6,1
1202,6,1
1229,6,1
1231,6,1
1236,6,1
1242,6,1
7,7,1
59,7,1
111,7,1
217,7,1
218,7,1
219,7,1
220,7,1
221,7,1
222,7,1
223,7,1
224,7,1
225,7,1
226,7,1
986,7,1
987,7,1
988,7,1
989,7,1
990,7,1
991,7,1
992,7,1
996,7,1
999,7,1
1003,7,1
1016,7,1
1017,7,1
1018,7,1
1029,7,1
1032,7,1
1033,7,1
1035,7,1
1200,7,1
1201,7,1
1202,7,1
1229,7,1
1231,7,1
1236,7,1
1242,7,1
8,8,1
60,8,1
112,8,1
227,8,1
228,8,1
229,8,1
230,8,1
231,8,1
232,8,1
233,8,1
234,8,1
235,8,1
236,8,1
986,8,1
987,8,1
988,8,1
989,8,1
990,8,1
991,8,1
992,8,1
996,8,1
999,8,1
1003,8,1
1016,8,1
1017,8,1
1018,8,1
1029,8,1
1032,8,1
1033,8,1
1035,8,1
1200,8,1
1201,8,1
1202,8,1
1229,8,1
1231,8,1
1236,8,1
1242,8,1
9,9,1
61,9,1
113,9,1
237,9,1
986,9,1
987,9,1
989,9,1
994,9,1
1016,9,1
1017,9,1
1018,9,1
1020,9,1
1024,9,1
1029,9,1
1032,9,1
1033,9,1
1035,9,1
1199,9,1
1231,9,1
1237,9,1
1242,9,1
10,10,1
62,10,1
114,10,1
238,10,1
988,10,1
989,10,1
990,10,1
992,10,1
1021,10,1
1024,10,1
1025,10,1
1032,10,1
1033,10,1
1035,10,1
1202,10,1
1203,10,1
1234,10,1
1236,10,1
1237,10,1
1238,10,1
11,11,1
63,11,1
115,11,1
239,11,1
993,11,1
999,11,1
1016,11,1
1017,11,1
1024,11,1
1032,11,1
1033,11,1
1035,11,1
1206,11,1
1237,11,1
12,12,1
64,12,1
116,12,1
240,12,1
993,12,1
995,12,1
1001,12,1
1016,12,1
1024,12,1
1032,12,1
1033,12,1
1035,12,1
1206,12,1
1212,12,1
1237,12,1
13,13,1
65,13,1
117,13,1
241,13,1
1024,13,1
1025,13,1
1029,13,1
1031,13,1
1032,13,1
1033,13,1
1035,13,1
1237,13,1
14,14,1
66,14,1
118,14,1
242,14,1
995,14,1
999,14,1
1016,14,1
1017,14,1
1022,14,1
1024,14,1
1029,14,1
1032,14,1
1033,14,1
1035,14,1
1214,14,1
1237,14,1
15,15,1
67,15,1
119,15,1
243,15,1
992,15,1
1021,15,1
1024,15,1
1029,15,1
1032,15,1
1033,15,1
1035,15,1
1205,15,1
1237,15,1
16,16,1
68,16,1
120,16,1
244,16,1
1016,16,1
1023,16,1
1024,16,1
1029,16,1
1032,16,1
1033,16,1
1035,16,1
1229,16,1
1236,16,1
1237,16,1
1242,16,1
17,17,1
69,17,1
121,17,1
245,17,1
1017,17,1
1023,17,1
1024,17,1
1028,17,1
1032,17,1
1033,17,1
1035,17,1
1237,17,1
18,18,1
70,18,1
122,18,1
246,18,1
1003,18,1
1016,18,1
1017,18,1
1032,18,1
1033,18,1
1035,18,1
19,19,1
71,19,1
123,19,1
247,19,1
1017,19,1
1023,19,1
1024,19,1
1032,19,1
1033,19,1
1035,19,1
1219,19,1
1237,19,1
20,20,1
72,20,1
124,20,1
248,20,1
1016,20,1
1024,20,1
1032,20,1
1033,20,1
1035,20,1
1237,20,1
21,21,1
73,21,1
125,21,1
249,21,1
1025,21,1
1027,21,1
1028,21,1
1029,21,1
1032,21,1
1033,21,1
1035,21,1
1221,21,1
22,22,1
74,22,1
126,22,1
250,22,1
1028,22,1
1032,22,1
1033,22,1
1035,22,1
23,23,1
75,23,1
127,23,1
251,23,1
1024,23,1
1028,23,1
1032,23,1
1033,23,1
1035,23,1
1223,23,1
1237,23,1
24,24,1
76,24,1
128,24,1
252,24,1
1017,24,1
1024,24,1
1028,24,1
1029,24,1
1032,24,1
1033,24,1
1035,24,1
1231,24,1
1237,24,1
1241,24,1
25,25,1
77,25,1
129,25,1
253,25,1
999,25,1
1017,25,1
1023,25,1
1024,25,1
1028,25,1
1029,25,1
1032,25,1
1033,25,1
1035,25,1
1225,25,1
1237,25,1
26,26,1
78,26,1
130,26,1
254,26,1
1017,26,1
1018,26,1
1023,26,1
1024,26,1
1028,26,1
1029,26,1
1032,26,1
1033,26,1
1035,26,1
1226,26,1
1237,26,1
27,27,1
79,27,1
131,27,1
255,27,1
1017,27,1
1023,27,1
1024,27,1
1025,27,1
1028,27,1
1029,27,1
1031,27,1
1032,27,1
1033,27,1
1035,27,1
1237,27,1
28,28,1
80,28,1
132,28,1
256,28,1
999,28,1
1017,28,1
1023,28,1
1024,28,1
1028,28,1
1032,28,1
1033,28,1
1035,28,1
1228,28,1
1229,28,1
1236,28,1
1237,28,1
29,29,1
81,29,1
133,29,1
257,29,1
999,29,1
1016,29,1
1017,29,1
1021,29,1
1024,29,1
1028,29,1
1029,29,1
1032,29,1
1033,29,1
1035,29,1
1229,29,1
1236,29,1
1237,29,1
30,30,1
82,30,1
134,30,1
258,30,1
993,30,1
995,30,1
998,30,1
999,30,1
1016,30,1
1017,30,1
1022,30,1
1024,30,1
1032,30,1
1033,30,1
1035,30,1
1206,30,1
1211,30,1
1212,30,1
1230,30,1
1231,30,1
1236,30,1
1237,30,1
31,31,1
83,31,1
135,31,1
259,31,1
1017,31,1
1018,31,1
1024,31,1
1029,31,1
1032,31,1
1033,31,1
1035,31,1
1231,31,1
1237,31,1
32,32,1
84,32,1
136,32,1
260,32,1
994,32,1
995,32,1
1017,32,1
1021,32,1
1024,32,1
1029,32,1
1032,32,1
1033,32,1
1035,32,1
1237,32,1
33,33,1
85,33,1
137,33,1
261,33,1
990,33,1
992,33,1
994,33,1
996,33,1
1003,33,1
1017,33,1
1020,33,1
1021,33,1
1024,33,1
1032,33,1
1033,33,1
1035,33,1
1237,33,1
34,34,1
86,34,1
138,34,1
262,34,1
992,34,1
994,34,1
1020,34,1
1024,34,1
1026,34,1
1032,34,1
1033,34,1
1035,34,1
1203,34,1
1234,34,1
1237,34,1
35,35,1
87,35,1
139,35,1
263,35,1
995,35,1
999,35,1
1017,35,1
1024,35,1
1032,35,1
1033,35,1
1035,35,1
1235,35,1
1237,35,1
36,36,1
88,36,1
140,36,1
264,36,1
996,36,1
1017,36,1
1023,36,1
1024,36,1
1029,36,1
1032,36,1
1033,36,1
1035,36,1
1236,36,1
1237,36,1
37,37,1
89,37,1
141,37,1
265,37,1
1023,37,1
1024,37,1
1029,37,1
1031,37,1
1032,37,1
1033,37,1
1035,37,1
1237,37,1
38,38,1
90,38,1
142,38,1
266,38,1
1024,38,1
1025,38,1
1029,38,1
1032,38,1
1033,38,1
1035,38,1
1237,38,1
39,39,1
91,39,1
143,39,1
267,39,1
1024,39,1
1026,39,1
1032,39,1
1033,39,1
1035,39,1
1237,39,1
40,40,1
92,40,1
144,40,1
268,40,1
1025,40,1
1027,40,1
1029,40,1
1031,40,1
1032,40,1
1033,40,1
1035,40,1
1240,40,1
41,41,1
93,41,1
145,41,1
269,41,1
1016,41,1
1024,41,1
1028,41,1
1029,41,1
1031,41,1
1032,41,1
1033,41,1
1035,41,1
1237,41,1
1241,41,1
42,42,1
94,42,1
146,42,1
270,42,1
994,42,1
996,42,1
1003,42,1
1016,42,1
1017,42,1
1018,42,1
1020,42,1
1021,42,1
1022,42,1
1024,42,1
1027,42,1
1028,42,1
1032,42,1
1033,42,1
1035,42,1
1237,42,1
1242,42,1
43,43,1
95,43,1
147,43,1
271,43,1
1010,43,1
1024,43,1
1029,43,1
1032,43,1
1033,43,1
1035,43,1
1223,43,1
1237,43,1
44,44,1
96,44,1
148,44,1
